SectorName,ID64X,ID64Y,ID64Z,MaxYCoord,MaxZCoord,MaxXCoord
Cleeque,42,32,38,1255,25815,5055
Cliewoae,34,31,66,-25,61655,-5185
Cliewou,35,31,66,-25,61655,-3905
Cliewuae,36,31,66,-25,61655,-2625
Clookae,18,31,28,-25,13015,-25665
Clookao,30,31,28,-25,13015,-10305
Clookau,31,31,28,-25,13015,-9025
Clooke,24,31,28,-25,13015,-17985
Clookeia,17,31,28,-25,13015,-26945
Clookeou,38,31,28,-25,13015,-65
Clookia,36,31,28,-25,13015,-2625
Clookiae,25,31,28,-25,13015,-16705
Clookie,37,31,28,-25,13015,-1345
Clookio,12,31,28,-25,13015,-33345
Clookoae,26,31,28,-25,13015,-15425
Clookoea,13,31,28,-25,13015,-32065
Clookoi,14,31,28,-25,13015,-30785
Clookoo,20,31,28,-25,13015,-23105
Clookooe,19,31,28,-25,13015,-24385
Clookou,27,31,28,-25,13015,-14145
Clooku,34,31,28,-25,13015,-5185
Clookuae,28,31,28,-25,13015,-12865
Clookuia,41,31,28,-25,13015,3775
Clooma,52,32,38,1255,25815,17855
Cloomaa,46,32,38,1255,25815,10175
Cloomae,49,32,38,1255,25815,14015
Cloomai,54,32,38,1255,25815,20415
Cloomao,61,32,38,1255,25815,29375
Cloomau,62,32,38,1255,25815,30655
Cloomeia,48,32,38,1255,25815,12735
Cloomiae,56,32,38,1255,25815,22975
Cloomoi,45,32,38,1255,25815,8895
Cloomoo,51,32,38,1255,25815,16575
Cloomooe,50,32,38,1255,25815,15295
Coeff,63,31,31,-25,16855,31935
Coekh,65,31,31,-25,16855,34495
Coerdy,56,31,31,-25,16855,22975
Coerns,51,31,31,-25,16855,16575
Coernt,54,31,31,-25,16855,20415
Coesky,66,31,31,-25,16855,35775
Coests,43,31,31,-25,16855,6335
Coetl,47,31,31,-25,16855,11455
Coetls,48,31,31,-25,16855,12735
Coetz,59,31,31,-25,16855,26815
Coewls,53,31,31,-25,16855,19135
Coewnst,69,31,31,-25,16855,39615
Cojaa,15,30,21,-1305,4055,-29505
Cojaae,43,30,21,-1305,4055,6335
Cojae,18,30,21,-1305,4055,-25665
Cojaea,35,30,21,-1305,4055,-3905
Cojaei,39,30,21,-1305,4055,1215
Cojai,23,30,21,-1305,4055,-19265
Cojao,30,30,21,-1305,4055,-10305
Cojau,31,30,21,-1305,4055,-9025
Cojee,45,30,21,-1305,4055,8895
Cojeou,38,30,21,-1305,4055,-65
Cojia,36,30,21,-1305,4055,-2625
Cojiae,25,30,21,-1305,4055,-16705
Cojie,37,30,21,-1305,4055,-1345
Cojoa,42,30,21,-1305,4055,5055
Cojoae,26,30,21,-1305,4055,-15425
Cojue,22,30,21,-1305,4055,-20545
Cojuia,41,30,21,-1305,4055,3775
Cootaae,40,30,59,-1305,52695,2495
Cootaea,32,30,59,-1305,52695,-7745
Cootaei,36,30,59,-1305,52695,-2625
Cootai,20,30,59,-1305,52695,-23105
Cootau,28,30,59,-1305,52695,-12865
Cootia,33,30,59,-1305,52695,-6465
Cootiae,22,30,59,-1305,52695,-20545
Cooto,29,30,59,-1305,52695,-11585
Cootoae,23,30,59,-1305,52695,-19265
Cootou,24,30,59,-1305,52695,-17985
Cootu,31,30,59,-1305,52695,-9025
Cootue,19,30,59,-1305,52695,-24385
Cootuia,38,30,59,-1305,52695,-65
Cralao,57,31,23,-25,6615,24255
Cralea,67,31,23,-25,6615,37055
Craleae,60,31,23,-25,6615,28095
Craleou,65,31,23,-25,6615,34495
Cralie,64,31,23,-25,6615,33215
Cralou,54,31,23,-25,6615,20415
Craluae,55,31,23,-25,6615,21695
Craumia,46,30,51,-1305,42455,10175
Craumie,47,30,51,-1305,42455,11455
Criewi,29,32,66,1255,61655,-11585
Criewuae,28,32,66,1255,61655,-12865
Critchao,50,31,61,-25,55255,15295
Critchoae,46,31,61,-25,55255,10175
Critchou,47,31,61,-25,55255,11455
Crivoe,51,31,61,-25,55255,16575
Croagea,31,30,51,-1305,42455,-9025
Croageau,35,30,51,-1305,42455,-3905
Croageou,29,30,51,-1305,42455,-11585
Croagie,28,30,51,-1305,42455,-12865
Croagoa,33,30,51,-1305,42455,-6465
Croaguia,32,30,51,-1305,42455,-7745
Croangaa,41,30,51,-1305,42455,3775
Croangio,38,30,51,-1305,42455,-65
Croangoi,40,30,51,-1305,42455,2495
Croangua,42,30,51,-1305,42455,5055
Croidaae,47,30,13,-1305,-6185,11455
Croidaea,39,30,13,-1305,-6185,1215
Croidaei,43,30,13,-1305,-6185,6335
Croidai,27,30,13,-1305,-6185,-14145
Croidea,44,30,13,-1305,-6185,7615
Croideae,37,30,13,-1305,-6185,-1345
Croidee,49,30,13,-1305,-6185,14015
Croideou,42,30,13,-1305,-6185,5055
Croidia,40,30,13,-1305,-6185,2495
Croidie,41,30,13,-1305,-6185,3775
Croidu,38,30,13,-1305,-6185,-65
Croidue,26,30,13,-1305,-6185,-15425
Croiduia,45,30,13,-1305,-6185,8895
Croilz,23,30,13,-1305,-6185,-19265
Croiphs,25,30,13,-1305,-6185,-16705
Crookaae,35,32,28,1255,13015,-3905
Crookae,10,32,28,1255,13015,-35905
Crookaei,31,32,28,1255,13015,-9025
Crookai,15,32,28,1255,13015,-29505
Crookau,23,32,28,1255,13015,-19265
Crooke,16,32,28,1255,13015,-28225
Crookeou,30,32,28,1255,13015,-10305
Crooki,21,32,28,1255,13015,-21825
Crookie,29,32,28,1255,13015,-11585
Crookoa,34,32,28,1255,13015,-5185
Crookoae,18,32,28,1255,13015,-25665
Crookooe,11,32,28,1255,13015,-34625
Crooku,26,32,28,1255,13015,-15425
Crookue,14,32,28,1255,13015,-30785
Crooma,44,33,38,2535,25815,7615
Croomaa,38,33,38,2535,25815,-65
Croomae,41,33,38,2535,25815,3775
Croomaei,62,33,38,2535,25815,30655
Croomau,54,33,38,2535,25815,20415
Croome,47,33,38,2535,25815,11455
Croomiae,48,33,38,2535,25815,12735
Croomoae,49,33,38,2535,25815,14015
Croomoea,36,33,38,2535,25815,-2625
Croomoi,37,33,38,2535,25815,-1345
Croomou,50,33,38,2535,25815,15295
Croomuae,51,33,38,2535,25815,16575
Cryaa Aim,37,34,30,3815,15575,-1345
Cryaa Ain,39,34,30,3815,15575,1215
Cryaft,29,32,15,1255,-3625,-11585
Cryaths,26,32,15,1255,-3625,-15425
Cryio Aewsy,34,34,28,3815,13015,-5185
Cryio Aihm,40,34,30,3815,15575,2495
Cryoea Aec,41,34,28,3815,13015,3775
Cryoea Aewsy,35,34,28,3815,13015,-3905
Cryoea Aihm,41,34,30,3815,15575,3775
Cryoi Aescs,36,34,28,3815,13015,-2625
Cryoi Aewsy,38,34,28,3815,13015,-65
Cumbao,15,32,36,1255,23255,-29505
Cumbeou,23,32,36,1255,23255,-19265
Cumbi,14,32,36,1255,23255,-30785
Cumbiae,10,32,36,1255,23255,-35905
Cumbo,17,32,36,1255,23255,-26945
Cumboa,27,32,36,1255,23255,-14145
Cumboae,11,32,36,1255,23255,-34625
Cumbou,12,32,36,1255,23255,-33345
Cumbuae,13,32,36,1255,23255,-32065
Cumbuia,26,32,36,1255,23255,-15425
Cuqaea,51,33,46,2535,36055,16575
Cuqao,46,33,46,2535,36055,10175
Cuqe,40,33,46,2535,36055,2495
Cuqea,56,33,46,2535,36055,22975
Cuqeae,49,33,46,2535,36055,14015
Cuqi,45,33,46,2535,36055,8895
Cuqia,52,33,46,2535,36055,17855
Cuqie,53,33,46,2535,36055,19135
Cuqo,48,33,46,2535,36055,12735
Cuqou,43,33,46,2535,36055,6335
Cuqu,50,33,46,2535,36055,15295
Cyalou,66,32,23,1255,6615,35775
Cyaluae,67,32,23,1255,6615,37055
Cyaula,15,30,41,-1305,29655,-29505
Cyaulae,12,30,41,-1305,29655,-33345
Cyauleae,27,30,41,-1305,29655,-14145
Cyauleou,32,30,41,-1305,29655,-7745
Cyaulia,30,30,41,-1305,29655,-10305
Cyauliae,19,30,41,-1305,29655,-24385
Cyaulie,31,30,41,-1305,29655,-9025
Cyauloae,20,30,41,-1305,29655,-23105
Cyaulou,21,30,41,-1305,29655,-21825
Cyaulu,28,30,41,-1305,29655,-12865
Cyauluae,22,30,41,-1305,29655,-20545
Cyaumaei,61,31,51,-25,42455,29375
Cyaumia,58,31,51,-25,42455,25535
Cyaumie,59,31,51,-25,42455,26815
Cyeeque,46,34,38,3815,25815,10175
Cyietcheia,13,32,56,1255,48855,-32065
Cyietchoea,9,32,56,1255,48855,-37185
Cyietchoi,10,32,56,1255,48855,-35905
Cyitchoae,58,32,61,1255,55255,25535
Cyoagaae,46,31,51,-25,42455,10175
Cyoagaea,38,31,51,-25,42455,-65
Cyoagea,43,31,51,-25,42455,6335
Cyoageou,41,31,51,-25,42455,3775
Cyoagi,32,31,51,-25,42455,-7745
Cyoagia,39,31,51,-25,42455,1215
Cyoagie,40,31,51,-25,42455,2495
Cyoagoa,45,31,51,-25,42455,8895
Cyoagoae,29,31,51,-25,42455,-11585
Cyoagou,30,31,51,-25,42455,-10305
Cyoaguae,31,31,51,-25,42455,-9025
Cyoaguia,44,31,51,-25,42455,7615
Cyoangeia,55,31,51,-25,42455,21695
Cyoangoe,49,31,51,-25,42455,14015
Cyoangooe,57,31,51,-25,42455,24255
Cyoangua,54,31,51,-25,42455,20415
Cyoidai,39,31,13,-25,-6185,1215
Cyoidao,46,31,13,-25,-6185,10175
Cyoide,40,31,13,-25,-6185,2495
Cyoidia,52,31,13,-25,-6185,17855
Cyoilz,35,31,13,-25,-6185,-3905
Cyookaa,19,33,28,2535,13015,-24385
Cyookae,22,33,28,2535,13015,-20545
Cyookaea,39,33,28,2535,13015,1215
Cyookao,34,33,28,2535,13015,-5185
Cyookeae,37,33,28,2535,13015,-1345
Cyookee,49,33,28,2535,13015,14015
Cyookeia,21,33,28,2535,13015,-21825
Cyooki,33,33,28,2535,13015,-6465
Cyookia,40,33,28,2535,13015,2495
Cyookiae,29,33,28,2535,13015,-11585
Cyooko,36,33,28,2535,13015,-2625
Cyookoa,46,33,28,2535,13015,10175
Cyookua,20,33,28,2535,13015,-23105
Cyookuae,32,33,28,2535,13015,-7745
Cyookue,26,33,28,2535,13015,-15425
Cyuefa,13,32,18,1255,215,-32065
Cyuefai,15,32,18,1255,215,-29505
Cyuefoae,18,32,18,1255,215,-25665
Cyuefoo,12,32,18,1255,215,-33345
Cyuefou,19,32,18,1255,215,-24385
Daulie,13,33,41,2535,29655,-32065
Dawau,21,31,64,-25,59095,-21825
Dawo,22,31,64,-25,59095,-20545
Dawu,24,31,64,-25,59095,-17985
Dehae,18,31,26,-25,10455,-25665
Dehai,23,31,26,-25,10455,-19265
Dehau,31,31,26,-25,10455,-9025
Dehe,24,31,26,-25,10455,-17985
Deheae,33,31,26,-25,10455,-6465
Deheia,17,31,26,-25,10455,-26945
Dehio,12,31,26,-25,10455,-33345
Dehoae,26,31,26,-25,10455,-15425
Dehoea,13,31,26,-25,10455,-32065
Dehou,27,31,26,-25,10455,-14145
Dehue,22,31,26,-25,10455,-20545
Dengee,10,31,26,-25,10455,-35905
Diesa,61,33,46,2535,36055,29375
Dojaa,50,30,21,-1305,4055,15295
Doje,59,30,21,-1305,4055,26815
Dojoi,49,30,21,-1305,4055,14015
Dooraea,36,29,49,-2585,39895,-2625
Dooreae,34,29,49,-2585,39895,-5185
Dooro,33,29,49,-2585,39895,-6465
Dooru,35,29,49,-2585,39895,-3905
Doota,53,30,59,-1305,52695,19135
Dootai,55,30,59,-1305,52695,21695
Dootoe,43,30,59,-1305,52695,6335
Dootue,54,30,59,-1305,52695,20415
Drasau,36,29,44,-2585,33495,-2625
Drase,29,29,44,-2585,33495,-11585
Draseae,38,29,44,-2585,33495,-65
Drasi,34,29,44,-2585,33495,-5185
Drasou,32,29,44,-2585,33495,-7745
Drasu,39,29,44,-2585,33495,1215
Drasuae,33,29,44,-2585,33495,-6465
Dreeckaea,41,32,69,1255,65495,3775
Dreeckea,46,32,69,1255,65495,10175
Dreeckia,42,32,69,1255,65495,5055
Dreeckie,43,32,69,1255,65495,6335
Driesa,30,34,46,3815,36055,-10305
Driesao,39,34,46,3815,36055,1215
Driesi,38,34,46,3815,36055,-65
Driesoae,35,34,46,3815,36055,-3905
Driesue,31,34,46,3815,36055,-9025
Droepps,62,32,31,1255,16855,30655
Droerds,53,32,31,1255,16855,19135
Droerdy,60,32,31,1255,16855,28095
Droerst,61,32,31,1255,16855,29375
Droesky,70,32,31,1255,16855,40895
Droesps,68,32,31,1255,16855,38335
Droeth,50,32,31,1255,16855,15295
Droett,59,32,31,1255,16855,26815
Droewls,57,32,31,1255,16855,24255
Droijooe,42,29,44,-2585,33495,5055
Droijue,45,29,44,-2585,33495,8895
Droja,25,31,21,-25,4055,-16705
Drojaea,39,31,21,-25,4055,1215
Drojai,27,31,21,-25,4055,-14145
Drojao,34,31,21,-25,4055,-5185
Drojau,35,31,21,-25,4055,-3905
Drojeae,37,31,21,-25,4055,-1345
Drojia,40,31,21,-25,4055,2495
Drojo,36,31,21,-25,4055,-2625
Drojoae,30,31,21,-25,4055,-10305
Droju,38,31,21,-25,4055,-65
Drojuae,32,31,21,-25,4055,-7745
Drokio,51,31,21,-25,4055,16575
Drokoe,50,31,21,-25,4055,15295
Drootaae,44,31,59,-25,52695,7615
Drootae,19,31,59,-25,52695,-24385
Drootaea,36,31,59,-25,52695,-2625
Drootau,32,31,59,-25,52695,-7745
Drooteae,34,31,59,-25,52695,-5185
Drooteia,18,31,59,-25,52695,-25665
Drooteou,39,31,59,-25,52695,1215
Drooti,30,31,59,-25,52695,-10305
Drootia,37,31,59,-25,52695,-1345
Drootiae,26,31,59,-25,52695,-15425
Drootie,38,31,59,-25,52695,-65
Drootio,13,31,59,-25,52695,-32065
Drooto,33,31,59,-25,52695,-6465
Drootoae,27,31,59,-25,52695,-14145
Drootoe,12,31,59,-25,52695,-33345
Drootoea,14,31,59,-25,52695,-30785
Drootu,35,31,59,-25,52695,-3905
Drootue,23,31,59,-25,52695,-19265
Drootuia,42,31,59,-25,52695,5055
Drumbaae,32,33,36,2535,23255,-7745
Drumbaei,28,33,36,2535,23255,-12865
Drumbao,19,33,36,2535,23255,-24385
Drumbau,20,33,36,2535,23255,-23105
Drumbe,13,33,36,2535,23255,-32065
Drumbeae,22,33,36,2535,23255,-20545
Drumbeou,27,33,36,2535,23255,-14145
Drumbiae,14,33,36,2535,23255,-30785
Drumboa,31,33,36,2535,23255,-9025
Drumboae,15,33,36,2535,23255,-29505
Drumbou,16,33,36,2535,23255,-28225
Drumbuae,17,33,36,2535,23255,-26945
Druqou,47,34,46,3815,36055,11455
Dryaa Bla,45,30,41,-1305,29655,8895
Dryaa Ble,7,31,41,-25,29655,-39745
Dryaa Bleia,13,30,41,-1305,29655,-32065
Dryaa Bli,45,31,41,-25,29655,8895
Dryaa Bliae,13,31,41,-25,29655,-32065
Dryaa Bloae,15,31,41,-25,29655,-29505
Dryaa Bloo,39,30,41,-1305,29655,1215
Dryaa Blou,37,31,41,-25,29655,-1345
Dryaa Bluae,39,31,41,-25,29655,1215
Dryaa Byio,45,31,43,-25,32215,8895
Dryaa Flyai,47,30,33,-1305,19415,11455
Dryaa Flyao,45,31,33,-25,19415,8895
Dryaa Flyi,39,31,33,-25,19415,1215
Dryaa Flyoae,13,31,33,-25,19415,-32065
Dryaa Flyoo,37,30,33,-1305,19415,-1345
Dryaa Flyou,15,31,33,-25,19415,-29505
Dryaa Flyuae,37,31,33,-25,19415,-1345
Dryaa Graea,13,30,43,-1305,32215,-32065
Dryaa Graei,45,30,43,-1305,32215,8895
Dryaa Grea,47,30,43,-1305,32215,11455
Dryaa Gria,15,30,43,-1305,32215,-29505
Dryaa Groa,7,31,43,-25,32215,-39745
Dryaa Hypai,45,31,9,-25,-11305,8895
Dryaa Hype,47,31,9,-25,-11305,11455
Dryaa Hypue,39,31,9,-25,-11305,1215
Dryaa Phio,45,31,11,-25,-8745,8895
Dryaa Phoe,39,31,11,-25,-8745,1215
Dryaa Pra,39,30,35,-1305,21975,1215
Dryaa Prae,13,30,35,-1305,21975,-32065
Dryaa Prao,45,31,35,-25,21975,8895
Dryaa Prau,47,31,35,-25,21975,11455
Dryaa Pri,39,31,35,-25,21975,1215
Dryaa Proae,13,31,35,-25,21975,-32065
Dryaa Pruae,37,31,35,-25,21975,-1345
Dryae Bla,60,30,41,-1305,29655,28095
Dryae Bliae,28,31,41,-25,29655,-12865
Dryae Bloo,54,30,41,-1305,29655,20415
Dryae Blooe,52,30,41,-1305,29655,17855
Dryae Eaescs,28,31,11,-25,-8745,-12865
Dryae Eaewsy,30,31,11,-25,-8745,-10305
Dryae Flyi,54,31,33,-25,19415,20415
Dryae Flyiae,22,31,33,-25,19415,-20545
Dryae Flyoae,28,31,33,-25,19415,-12865
Dryae Flyua,20,30,33,-1305,19415,-23105
Dryae Flyue,60,30,33,-1305,19415,28095
Dryae Graae,28,31,43,-25,32215,-12865
Dryae Graea,28,30,43,-1305,32215,-12865
Dryae Greau,30,31,43,-25,32215,-10305
Dryae Gree,52,31,43,-25,32215,17855
Dryae Gria,30,30,43,-1305,32215,-10305
Dryae Groa,22,31,43,-25,32215,-20545
Dryae Hypae,22,31,9,-25,-11305,-20545
Dryae Hypoe,28,30,9,-1305,-11305,-12865
Dryae Hypooe,28,31,9,-25,-11305,-12865
Dryae Phio,60,31,11,-25,-8745,28095
Dryae Phoe,54,31,11,-25,-8745,20415
Dryae Phroo,20,31,11,-25,-8745,-23105
Dryae Pra,54,30,35,-1305,21975,20415
Dryae Prae,28,30,35,-1305,21975,-12865
Dryae Pre,20,31,35,-25,21975,-23105
Dryae Preia,22,30,35,-1305,21975,-20545
Dryae Priae,22,31,35,-25,21975,-20545
Dryae Proo,52,30,35,-1305,21975,17855
Dryae Prua,20,30,35,-1305,21975,-23105
Dryae Pruae,52,31,35,-25,21975,17855
Dryae Prue,60,30,35,-1305,21975,28095
Dryaea Aeb,31,32,9,1255,-11305,-9025
Dryaea Aescs,53,32,9,1255,-11305,19135
Dryaea Aesms,29,33,9,2535,-11305,-11585
Dryaea Aewsy,55,32,9,1255,-11305,21695
Dryaea Aick,21,32,11,1255,-8745,-21825
Dryaea Ail,29,32,11,1255,-8745,-11585
Dryaea Aiq,29,33,11,2535,-8745,-11585
Dryaea Airg,31,32,11,1255,-8745,-9025
Dryaea Aob,31,32,33,1255,19415,-9025
Dryaea Aoc,61,32,33,1255,19415,29375
Dryaea Aod,63,32,33,1255,19415,31935
Dryaea Aoscs,53,32,33,1255,19415,19135
Dryaea Aowsy,55,32,33,1255,19415,21695
Dryaea Aub,55,32,35,1255,21975,21695
Dryaea Auc,21,33,35,2535,21975,-21825
Dryaea Aud,23,33,35,2535,21975,-19265
Dryaea Ausms,53,33,35,2535,21975,19135
Dryaea Auwsy,63,32,35,1255,21975,31935
Dryaea Brau,31,33,43,2535,32215,-9025
Dryaea Bre,53,32,43,1255,32215,19135
Dryaea Broae,61,32,43,1255,32215,29375
Dryaea Broo,21,32,43,1255,32215,-21825
Dryaea Brou,63,32,43,1255,32215,31935
Dryaea Bruae,21,33,43,2535,32215,-21825
Dryaea Chraae,21,33,41,2535,29655,-21825
Dryaea Chraei,53,32,41,1255,29655,19135
Dryaea Chrea,55,32,41,1255,29655,21695
Dryaea Chreau,23,33,41,2535,29655,-19265
Dryaea Chroa,63,32,41,1255,29655,31935
Dryaea Flee,29,32,33,1255,19415,-11585
Dryaea Free,53,32,35,1255,21975,19135
Dryaea Phlai,29,32,9,1255,-11305,-11585
Dryaea Phylio,53,33,41,2535,29655,19135
Dryaea Phyloe,31,33,41,2535,29655,-9025
Dryaea Scraa,53,33,33,2535,19415,19135
Dryaea Scroea,29,33,33,2535,19415,-11585
Dryaea Scroi,31,33,33,2535,19415,-9025
Dryaei Flaae,69,32,33,1255,19415,39615
Dryafaei,57,31,12,-25,-7465,24255
Dryafai,41,31,12,-25,-7465,3775
Dryafao,48,31,12,-25,-7465,12735
Dryafau,49,31,12,-25,-7465,14015
Dryafea,58,31,12,-25,-7465,25535
Dryafiae,43,31,12,-25,-7465,6335
Dryafie,55,31,12,-25,-7465,21695
Dryafo,50,31,12,-25,-7465,15295
Dryafoa,60,31,12,-25,-7465,28095
Dryafoae,44,31,12,-25,-7465,7615
Dryafou,45,31,12,-25,-7465,8895
Dryafuae,46,31,12,-25,-7465,10175
Dryao Aec,44,32,9,1255,-11305,7615
Dryao Aewsy,38,32,9,1255,-11305,-65
Dryao Aim,36,32,11,1255,-8745,-2625
Dryao Ain,38,32,11,1255,-8745,-65
Dryao Aob,14,32,33,1255,19415,-30785
Dryao Aoc,44,32,33,1255,19415,7615
Dryao Aod,46,32,33,1255,19415,10175
Dryao Aoscs,36,32,33,1255,19415,-2625
Dryao Aowsy,38,32,33,1255,19415,-65
Dryao Auf,14,33,35,2535,21975,-30785
Dryao Aug,44,33,35,2535,21975,7615
Dryao Ausms,36,33,35,2535,21975,-2625
Dryao Bra,6,32,43,1255,32215,-41025
Dryao Braea,46,33,43,2535,32215,10175
Dryao Brai,14,32,43,1255,32215,-30785
Dryao Broae,44,32,43,1255,32215,7615
Dryao Brou,46,32,43,1255,32215,10175
Dryao Bru,44,33,43,2535,32215,7615
Dryao Chraei,36,32,41,1255,29655,-2625
Dryao Chrea,38,32,41,1255,29655,-65
Dryao Chree,12,33,41,2535,29655,-33345
Dryao Chrie,12,32,41,1255,29655,-33345
Dryao Chroa,46,32,41,1255,29655,10175
Dryao Phylio,36,33,41,2535,29655,-2625
Dryao Phyloe,14,33,41,2535,29655,-30785
Dryao Phyloea,38,33,41,2535,29655,-65
Dryao Phyloi,44,33,41,2535,29655,7615
Dryao Scraa,36,33,33,2535,19415,-2625
Dryao Scrae,46,33,33,2535,19415,10175
Dryao Scroi,14,33,33,2535,19415,-30785
Dryau Aec,45,32,9,1255,-11305,8895
Dryau Aed,47,32,9,1255,-11305,11455
Dryau Aescs,37,32,9,1255,-11305,-1345
Dryau Aihm,45,32,11,1255,-8745,8895
Dryau Aim,37,32,11,1255,-8745,-1345
Dryau Aip,47,32,11,1255,-8745,11455
Dryau Aoc,45,32,33,1255,19415,8895
Dryau Aod,47,32,33,1255,19415,11455
Dryau Aowsy,39,32,33,1255,19415,1215
Dryau Aurb,47,33,35,2535,21975,11455
Dryau Auscs,45,32,35,1255,21975,8895
Dryau Ausms,37,33,35,2535,21975,-1345
Dryau Brai,15,32,43,1255,32215,-29505
Dryau Breae,39,33,43,2535,32215,1215
Dryau Briae,39,32,43,1255,32215,1215
Dryau Bro,37,33,43,2535,32215,-1345
Dryau Brou,47,32,43,1255,32215,11455
Dryau Bru,45,33,43,2535,32215,8895
Dryau Brue,13,32,43,1255,32215,-32065
Dryau Chraei,37,32,41,1255,29655,-1345
Dryau Chrea,39,32,41,1255,29655,1215
Dryau Chrie,13,32,41,1255,29655,-32065
Dryau Chroa,47,32,41,1255,29655,11455
Dryau Fraae,13,32,35,1255,21975,-32065
Dryau Freau,15,32,35,1255,21975,-29505
Dryau Phylio,37,33,41,2535,29655,-1345
Dryau Phyloe,15,33,41,2535,29655,-29505
Dryau Phyloea,39,33,41,2535,29655,1215
Dryau Phyloi,45,33,41,2535,29655,8895
Dryau Scraa,37,33,33,2535,19415,-1345
Dryau Scrae,47,33,33,2535,19415,11455
Dryau Scroea,13,33,33,2535,19415,-32065
Dryeachiae,16,32,55,1255,47575,-28225
Dryeachoae,17,32,55,1255,47575,-26945
Dryeachoo,11,32,55,1255,47575,-34625
Dryeachooe,10,32,55,1255,47575,-35905
Dryeachou,18,32,55,1255,47575,-25665
Dryeachuae,19,32,55,1255,47575,-24385
Dryeachue,13,32,55,1255,47575,-32065
Dryeae Aeb,27,32,9,1255,-11305,-14145
Dryeae Aec,57,32,9,1255,-11305,24255
Dryeae Aescs,49,32,9,1255,-11305,14015
Dryeae Ain,51,32,11,1255,-8745,16575
Dryeae Aob,27,32,33,1255,19415,-14145
Dryeae Aod,59,32,33,1255,19415,26815
Dryeae Aoscs,49,32,33,1255,19415,14015
Dryeae Aowsy,51,32,33,1255,19415,16575
Dryeae Aub,51,32,35,1255,21975,16575
Dryeae Auc,17,33,35,2535,21975,-26945
Dryeae Audst,51,33,35,2535,21975,16575
Dryeae Aurb,59,33,35,2535,21975,26815
Dryeae Auscs,57,32,35,1255,21975,24255
Dryeae Auwsy,59,32,35,1255,21975,26815
Dryeae Brai,27,32,43,1255,32215,-14145
Dryeae Brao,25,33,43,2535,32215,-16705
Dryeae Brau,27,33,43,2535,32215,-14145
Dryeae Bri,19,33,43,2535,32215,-24385
Dryeae Bro,49,33,43,2535,32215,14015
Dryeae Broae,57,32,43,1255,32215,24255
Dryeae Broo,17,32,43,1255,32215,-26945
Dryeae Brou,59,32,43,1255,32215,26815
Dryeae Chraae,17,33,41,2535,29655,-26945
Dryeae Chria,19,32,41,1255,29655,-24385
Dryeae Fleau,19,32,33,1255,19415,-24385
Dryeae Flee,25,32,33,1255,19415,-16705
Dryeae Fraae,25,32,35,1255,21975,-16705
Dryeae Froa,19,32,35,1255,21975,-24385
Dryeae Fruia,17,32,35,1255,21975,-26945
Dryeae Phylio,49,33,41,2535,29655,14015
Dryeae Phyloea,51,33,41,2535,29655,16575
Dryeae Scraa,49,33,33,2535,19415,14015
Dryeae Screia,57,33,33,2535,19415,24255
Dryeae Scroe,17,33,33,2535,19415,-26945
Dryeae Scroea,25,33,33,2535,19415,-16705
Dryeae Scrua,51,33,33,2535,19415,16575
Dryeau Aod,42,34,33,3815,19415,5055
Dryeau Aowsy,34,34,33,3815,19415,-5185
Dryeau Aub,34,34,35,3815,21975,-5185
Dryeau Auwsy,42,34,35,3815,21975,5055
Dryeau Briae,34,34,43,3815,32215,-5185
Dryeau Broae,40,34,43,3815,32215,2495
Dryeau Brou,42,34,43,3815,32215,5055
Dryee Aoscs,33,34,33,3815,19415,-6465
Dryee Auscs,41,34,35,3815,21975,3775
Dryee Bre,33,34,43,3815,32215,-6465
Dryee Briae,35,34,43,3815,32215,-3905
Dryee Brou,43,34,43,3815,32215,6335
Dryee Chraei,33,34,41,3815,29655,-6465
Dryee Chrea,35,34,41,3815,29655,-3905
Dryee Free,33,34,35,3815,21975,-6465
Dryeejaea,34,33,27,2535,11735,-5185
Dryeejai,22,33,27,2535,11735,-20545
Dryeejau,30,33,27,2535,11735,-10305
Dryeeje,23,33,27,2535,11735,-19265
Dryeejeae,32,33,27,2535,11735,-7745
Dryeejeau,43,33,27,2535,11735,6335
Dryeejeou,37,33,27,2535,11735,-1345
Dryeejia,35,33,27,2535,11735,-3905
Dryeejiae,24,33,27,2535,11735,-17985
Dryeejie,36,33,27,2535,11735,-2625
Dryeejoa,41,33,27,2535,11735,3775
Dryeekae,52,33,27,2535,11735,17855
Dryeekoi,48,33,27,2535,11735,12735
Dryeekoo,54,33,27,2535,11735,20415
Dryeia Blaa,17,30,41,-1305,29655,-26945
Dryeia Blai,17,31,41,-25,29655,-26945
Dryeia Blao,59,31,41,-25,29655,26815
Dryeia Ble,19,31,41,-25,29655,-24385
Dryeia Bleia,25,30,41,-1305,29655,-16705
Dryeia Blou,49,31,41,-25,29655,14015
Dryeia Byoe,51,31,43,-25,32215,16575
Dryeia Byoea,59,31,43,-25,32215,26815
Dryeia Eaec,49,31,11,-25,-8745,14015
Dryeia Flya,51,30,33,-1305,19415,16575
Dryeia Flyao,57,31,33,-25,19415,24255
Dryeia Flye,17,31,33,-25,19415,-26945
Dryeia Flyeia,19,30,33,-1305,19415,-24385
Dryeia Flyi,51,31,33,-25,19415,16575
Dryeia Flyou,27,31,33,-25,19415,-14145
Dryeia Flyua,17,30,33,-1305,19415,-26945
Dryeia Greae,17,30,43,-1305,32215,-26945
